Geneid	0_R1	0_R2	10_R1	10_R2	35_R1	35_R2	Entity	Symbol	mean_counts
gene-PA4211	7	1	0	0	0	0	host	phzB1	1.3333333333333333
gene-PA3089a	6	7	0	0	0	0	host	gene-PA3089a	2.1666666666666665
gene-PA1110	4	8	0	0	0	0	host	gene-PA1110	2.0
gene-PA5149	21	7	2	3	2	1	host	gene-PA5149	6.0
gene-PA3421	12	14	0	0	0	0	host	gene-PA3421	4.333333333333333
gene-PA4435	14	6	0	0	1	0	host	gene-PA4435	3.5
gene-PHIKZ_p49	0	1	1712	1647	96363	94673	phage	gene-PHIKZ_p49	32399.333333333332
gene-PA1104	13	13	0	1	2	0	host	fliI	4.833333333333333
gene-PA0494	8	2	0	0	0	1	host	gene-PA0494	1.8333333333333333
gene-PHIKZ120	1	1	17722	17205	1490872	1477300	phage	gene-PHIKZ120	500516.8333333333
gene-PA4584	14	6	2	1	5	2	host	gene-PA4584	5.0
gene-PA0502	3	9	0	0	0	0	host	gene-PA0502	2.0
gene-PA4392	3	3	0	5	0	2	host	gene-PA4392	2.1666666666666665
gene-PA0526	0	0	0	0	0	0	host	gene-PA0526	0.0
gene-PA2942	7	4	0	0	1	0	host	gene-PA2942	2.0
gene-PA4205	4	3	0	1	0	0	host	mexG	1.3333333333333333
gene-PA1902	2	5	0	0	0	0	host	phzD2	1.1666666666666667
gene-PA5567	19	21	0	0	0	0	host	gene-PA5567	6.666666666666667
gene-PA4760	19	28	6	8	4	3	host	dnaJ	11.333333333333334
gene-PA3743	41	232	11	15	24	19	host	trmD	57.0
gene-PHIKZ_p56	2	3	27659	25618	8420	7659	phage	gene-PHIKZ_p56	11560.166666666666
gene-PA5039	14	48	2	3	1	1	host	aroK	11.5
gene-PA3352	12	15	1	1	6	5	host	gene-PA3352	6.666666666666667
gene-PA5103	6	6	0	0	0	0	host	gene-PA5103	2.0
gene-PA2169	2	0	0	0	0	0	host	gene-PA2169	0.3333333333333333
gene-PA5175	5	18	0	0	1	1	host	cysQ	4.166666666666667
gene-PA2627	4	11	0	0	0	0	host	gene-PA2627	2.5
gene-PA4892	4	1	0	0	0	0	host	ureF	0.8333333333333334
gene-PA0062	3	3	0	0	2	2	host	gene-PA0062	1.6666666666666667
gene-PA3040	1	0	1	1	0	0	host	gene-PA3040	0.5
gene-PA4693	15	35	88	94	90	130	host	pssA	75.33333333333333
gene-PA2398	12	10	75	67	34	27	host	fpvA	37.5
gene-PA1284	10	6	0	1	0	0	host	gene-PA1284	2.8333333333333335
gene-PA2552	2	2	0	0	0	2	host	gene-PA2552	1.0
gene-PA2645	5	6	4	3	3	1	host	nuoJ	3.6666666666666665
gene-PA3304.1	1	1	0	0	0	0	host	gene-PA3304.1	0.3333333333333333
gene-PA1531	2	4	0	0	1	2	host	gene-PA1531	1.5
gene-PA1215	11	6	0	0	0	0	host	gene-PA1215	2.8333333333333335
gene-PA1504	4	13	0	0	2	0	host	gene-PA1504	3.1666666666666665
gene-PA0278	11	5	0	0	0	0	host	gene-PA0278	2.6666666666666665
gene-PA4916	8	2	0	4	1	3	host	gene-PA4916	3.0
gene-PA3735	11	24	1	0	0	0	host	thrC	6.0
gene-PA4391	10	9	1	0	1	1	host	gene-PA4391	3.6666666666666665
gene-PA0338	26	17	2	4	2	1	host	gene-PA0338	8.666666666666666
gene-PA4933	27	119	223	195	207	185	host	gene-PA4933	159.33333333333334
gene-PA3454	12	10	0	0	1	1	host	gene-PA3454	4.0
gene-PA1507	5	5	2	0	0	1	host	gene-PA1507	2.1666666666666665
gene-PA3449	7	5	0	1	0	0	host	gene-PA3449	2.1666666666666665
gene-PA0315	10	11	2	0	0	0	host	gene-PA0315	3.8333333333333335
gene-PA4288	7	1	3	7	5	6	host	gene-PA4288	4.833333333333333
gene-PA0314	12	6	0	0	1	1	host	gene-PA0314	3.3333333333333335
gene-PA1241	7	5	3	6	4	3	host	gene-PA1241	4.666666666666667
gene-PA5455	22	19	6	1	14	15	host	gene-PA5455	12.833333333333334
gene-PA3003	4	13	0	0	1	0	host	gene-PA3003	3.0
gene-PA0137	14	3	0	0	0	0	host	gene-PA0137	2.8333333333333335
gene-PA2536	6	8	1	0	1	0	host	gene-PA2536	2.6666666666666665
gene-PHIKZ039	3	1	27212	27117	29272	29109	phage	gene-PHIKZ039	18785.666666666668
gene-PA5076	12	28	7	5	9	10	host	gene-PA5076	11.833333333333334
gene-PA4737	6	12	0	2	2	1	host	gene-PA4737	3.8333333333333335
gene-PA0979	1	3	0	1	2	2	host	gene-PA0979	1.5
gene-PA3597	12	6	1	2	2	1	host	gene-PA3597	4.0
gene-PA2303	3	1	1	0	1	0	host	ambD	1.0
gene-PA4718	3	7	0	1	2	1	host	gene-PA4718	2.3333333333333335
gene-PA1606	4	1	0	0	0	0	host	gene-PA1606	0.8333333333333334
gene-PA1551	9	26	14	16	11	12	host	gene-PA1551	14.666666666666666
gene-PA1343	4	8	4	4	0	0	host	gene-PA1343	3.3333333333333335
gene-PHIKZ030	0	3	2818	2694	120165	118532	phage	gene-PHIKZ030	40702.0
gene-PA1051	11	8	7	2	2	0	host	gene-PA1051	5.0
gene-PA0790	4	1	0	0	0	0	host	gene-PA0790	0.8333333333333334
gene-PA1206	0	7	1	2	0	0	host	gene-PA1206	1.6666666666666667
gene-PA3432	3	6	0	0	0	0	host	gene-PA3432	1.5
gene-PA3135	3	2	0	0	0	0	host	gene-PA3135	0.8333333333333334
gene-PA0622	16	8	12	19	35	21	host	gene-PA0622	18.5
gene-PA4692	5	5	94	79	141	126	host	gene-PA4692	75.0
gene-PA4427	9	34	2	2	1	1	host	sspB	8.166666666666666
gene-PA0998	3	3	0	1	1	1	host	pqsC	1.5
gene-PA1351	6	2	0	1	0	4	host	gene-PA1351	2.1666666666666665
gene-PA2547	3	1	0	0	0	0	host	gene-PA2547	0.6666666666666666
gene-PHIKZ295	0	1	456	434	4630	4510	phage	gene-PHIKZ295	1671.8333333333333
gene-PA4967	28	26	6	4	3	3	host	parE	11.666666666666666
gene-PA5168	9	1	1	1	2	1	host	gene-PA5168	2.5
gene-PA3361	4	3	0	0	0	1	host	lecB	1.3333333333333333
gene-PA0569	6	0	1	0	0	1	host	gene-PA0569	1.3333333333333333
gene-PA4437	15	9	1	0	1	0	host	gene-PA4437	4.333333333333333
gene-PA5301	8	71	9	8	10	8	host	gene-PA5301	19.0
gene-PA0043	15	5	0	0	2	1	host	gene-PA0043	3.8333333333333335
gene-PHIKZ062	0	0	217	190	3769	3783	phage	gene-PHIKZ062	1326.5
gene-PA2042	9	18	4	4	5	5	host	gene-PA2042	7.5
gene-PA5320	15	40	8	5	5	3	host	coaC	12.666666666666666
gene-PA2671	3	1	0	0	0	2	host	gene-PA2671	1.0
gene-PA0618	10	3	0	0	1	0	host	gene-PA0618	2.3333333333333335
gene-PA3102	1	7	0	0	1	1	host	xcpS	1.6666666666666667
gene-PA1213	4	2	0	0	4	3	host	gene-PA1213	2.1666666666666665
gene-PA4847	9	43	6	9	3	2	host	accB	12.0
gene-PA5253	13	35	5	6	12	11	host	algP	13.666666666666666
gene-PA0233	14	1	0	1	1	1	host	gene-PA0233	3.0
gene-PA2920	19	6	0	0	0	0	host	gene-PA2920	4.166666666666667
gene-PA4095	6	1	0	0	0	1	host	gene-PA4095	1.3333333333333333
gene-PA0182	9	4	7	3	9	7	host	gene-PA0182	6.5
gene-PA2616	11	12	3	3	5	4	host	trxB1	6.333333333333333
gene-PA2650	3	2	0	0	1	0	host	gene-PA2650	1.0
gene-PA5035	18	19	1	1	2	5	host	gltD	7.666666666666667
gene-PHIKZ_p31	0	0	51	39	634	584	phage	gene-PHIKZ_p31	218.0
gene-PA5502	11	13	3	3	0	1	host	gene-PA5502	5.166666666666667
gene-PA2197	3	3	0	0	0	1	host	gene-PA2197	1.1666666666666667
gene-PA3625	13	29	7	8	10	13	host	surE	13.333333333333334
gene-PA2024	1	0	0	0	0	1	host	gene-PA2024	0.3333333333333333
gene-PA0686	12	4	8	6	14	17	host	gene-PA0686	10.166666666666666
gene-PA2690	12	7	0	1	1	1	host	gene-PA2690	3.6666666666666665
gene-PA5164	12	12	2	0	0	0	host	rmlC	4.333333333333333
gene-PA0245	9	2	0	0	0	1	host	aroQ2	2.0
gene-PA1011	15	44	1	0	2	0	host	gene-PA1011	10.333333333333334
gene-PA0459	26	7	1	1	1	2	host	gene-PA0459	6.333333333333333
gene-PA4306	0	11	1	1	0	0	host	flp	2.1666666666666665
gene-PA4106	6	8	0	0	0	0	host	gene-PA4106	2.3333333333333335
gene-PA1547	4	3	1	0	0	0	host	gene-PA1547	1.3333333333333333
gene-PA3601	3	3	2	2	0	1	host	gene-PA3601	1.8333333333333333
gene-PA2604	2	16	15	13	10	9	host	gene-PA2604	10.833333333333334
gene-PA1826	4	2	0	0	0	0	host	gene-PA1826	1.0
gene-PA5243	21	41	5	5	3	1	host	hemB	12.666666666666666
gene-PHIKZ180	0	1	1288	1258	59505	60563	phage	gene-PHIKZ180	20435.833333333332
gene-PA0480	10	7	2	1	3	0	host	gene-PA0480	3.8333333333333335
gene-PA1790	2	12	0	0	0	1	host	gene-PA1790	2.5
gene-PA0570	3	2	0	0	0	0	host	gene-PA0570	0.8333333333333334
gene-PA0251	12	0	0	0	0	1	host	gene-PA0251	2.1666666666666665
gene-PA2344	2	1	0	2	0	1	host	mtlZ	1.0
gene-PA0059	5	0	0	0	1	2	host	osmC	1.3333333333333333
gene-PA4932	23	139	25	29	23	27	host	rplI	44.333333333333336
gene-PA0742	5	0	1	0	0	0	host	gene-PA0742	1.0
gene-PA1292	9	8	0	0	0	0	host	gene-PA1292	2.8333333333333335
gene-PA3752	2	0	0	0	0	0	host	gene-PA3752	0.3333333333333333
gene-PA4851	10	30	0	0	1	1	host	gene-PA4851	7.0
gene-PA4724	4	7	1	0	8	1	host	gene-PA4724	3.5
gene-PHIKZ151	0	0	354	337	3617	4066	phage	gene-PHIKZ151	1395.6666666666667
gene-PHIKZ183	0	0	54	55	2549	2572	phage	gene-PHIKZ183	871.6666666666666
gene-PA2202	4	3	0	1	0	0	host	gene-PA2202	1.3333333333333333
gene-PA2769	2	1	0	0	1	0	host	gene-PA2769	0.6666666666666666
gene-PA2214	8	5	0	0	1	0	host	gene-PA2214	2.3333333333333335
gene-PA5152	11	28	11	10	8	11	host	gene-PA5152	13.166666666666666
gene-PA1955	7	0	0	2	0	3	host	gene-PA1955	2.0
gene-PA3054	15	8	0	0	0	0	host	gene-PA3054	3.8333333333333335
gene-PA1554	17	121	62	68	51	41	host	ccoN1	60.0
gene-PHIKZ080	0	0	3694	3585	303787	299954	phage	gene-PHIKZ080	101836.66666666667
gene-PA1113	9	10	3	5	10	0	host	gene-PA1113	6.166666666666667
gene-PA2058	7	2	0	0	1	2	host	gene-PA2058	2.0
gene-PA2470	9	3	2	0	2	1	host	gtdA	2.8333333333333335
gene-PA5095	17	2	0	0	0	0	host	gene-PA5095	3.1666666666666665
gene-PA2750a	1	5	0	0	1	1	host	gene-PA2750a	1.3333333333333333
gene-PA5448	5	6	2	3	2	1	host	wbpY	3.1666666666666665
gene-PA5075	10	12	0	0	0	0	host	gene-PA5075	3.6666666666666665
gene-PA1352	3	4	0	0	0	5	host	gene-PA1352	2.0
gene-PA3100	1	1	1	0	0	0	host	xcpU	0.5
gene-PA3106	5	20	1	0	2	2	host	gene-PA3106	5.0
gene-PA2109	3	3	0	0	0	0	host	gene-PA2109	1.0
gene-PA2448	10	2	0	0	0	1	host	gene-PA2448	2.1666666666666665
gene-PA3163	6	19	1	2	0	0	host	cmk	4.666666666666667
gene-PHIKZ297	2	0	806	799	7893	8075	phage	gene-PHIKZ297	2929.1666666666665
gene-PA2729	8	3	0	0	0	1	host	gene-PA2729	2.0
gene-PA4080	3	7	0	0	5	4	host	gene-PA4080	3.1666666666666665
gene-PA4406.1	28	104	69	57	32	31	host	gene-PA4406.1	53.5
gene-PA0240	10	11	0	0	0	1	host	gene-PA0240	3.6666666666666665
gene-PHIKZ212	0	1	41312	40803	72141	73337	phage	gene-PHIKZ212	37932.333333333336
gene-PA1805	17	71	16	11	13	10	host	ppiD	23.0
gene-PA2658	4	6	0	0	0	0	host	gene-PA2658	1.6666666666666667
gene-PA5051	13	45	8	4	9	5	host	argS	14.0
gene-PA2200	7	7	0	0	1	2	host	gene-PA2200	2.8333333333333335
gene-PA2446	3	1	0	0	0	1	host	gcvH2	0.8333333333333334
gene-PA4622	12	1	3	2	1	2	host	gene-PA4622	3.5
gene-PA3368.1	74	403	0	0	0	0	host	gene-PA3368.1	79.5
gene-PA0046	6	4	0	1	1	0	host	gene-PA0046	2.0
gene-PA1992	7	4	0	0	0	0	host	ercS	1.8333333333333333
gene-PA1278	2	13	1	0	2	3	host	cobP	3.5
gene-PA0687	7	2	15	16	31	23	host	gene-PA0687	15.666666666666666
gene-PA3851	4	13	0	1	1	0	host	gene-PA3851	3.1666666666666665
gene-PA5490	26	111	2	2	2	2	host	cc4	24.166666666666668
gene-PA4784	4	6	2	1	0	0	host	gene-PA4784	2.1666666666666665
gene-PA1794	15	26	52	41	70	67	host	glnS	45.166666666666664
gene-PA4341	4	1	1	0	0	0	host	gene-PA4341	1.0
gene-PA1885	3	1	0	0	0	0	host	gene-PA1885	0.6666666666666666
gene-PA1643	9	10	0	0	0	0	host	gene-PA1643	3.1666666666666665
gene-PA1970	0	2	0	0	0	0	host	gene-PA1970	0.3333333333333333
gene-PA5029	17	11	0	0	1	1	host	gene-PA5029	5.0
gene-PA0374	10	27	0	0	0	1	host	ftsE	6.333333333333333
gene-PA3885	2	1	0	0	0	1	host	tpbA	0.6666666666666666
gene-PA2447	2	1	0	0	0	1	host	gene-PA2447	0.6666666666666666
gene-PA4532	8	4	0	0	1	1	host	gene-PA4532	2.3333333333333335
gene-PHIKZ276	0	1	10376	9765	11827	11325	phage	gene-PHIKZ276	7215.666666666667
gene-PA3165	11	9	0	0	0	1	host	hisC2	3.5
gene-PA0603	8	53	2	4	12	10	host	gene-PA0603	14.833333333333334
gene-PA1252	6	5	0	0	0	0	host	gene-PA1252	1.8333333333333333
gene-PA4474	10	13	1	0	4	2	host	gene-PA4474	5.0
gene-PHIKZ218	0	0	22	16	195	207	phage	gene-PHIKZ218	73.33333333333333
gene-PA1627	5	9	2	2	0	0	host	gene-PA1627	3.0
gene-PA3383	7	5	1	1	0	1	host	gene-PA3383	2.5
gene-PA0150	15	18	0	1	0	0	host	gene-PA0150	5.666666666666667
gene-PA1626	4	5	0	0	0	1	host	gene-PA1626	1.6666666666666667
gene-PA4200	6	1	0	0	1	1	host	gene-PA4200	1.5
gene-PA1130	7	3	0	0	0	0	host	rhlC	1.6666666666666667
gene-PA3029	5	6	0	0	0	0	host	moaB2	1.8333333333333333
gene-PA4987	12	6	0	0	1	1	host	gene-PA4987	3.3333333333333335
gene-PA0981	5	5	213	206	230	222	host	gene-PA0981	146.83333333333334
gene-PA3241	10	7	0	0	2	0	host	gene-PA3241	3.1666666666666665
gene-PA3669	9	6	0	0	0	0	host	gene-PA3669	2.5
gene-PA1376	16	10	4	3	6	6	host	aceK	7.5
gene-PA0416	8	10	0	0	0	0	host	chpD	3.0
gene-PA1957	3	4	0	0	0	1	host	gene-PA1957	1.3333333333333333
gene-PA2701	9	2	0	0	1	0	host	gene-PA2701	2.0
gene-PA2617	6	3	3	1	0	0	host	aat	2.1666666666666665
gene-PA4800	7	4	0	0	0	0	host	gene-PA4800	1.8333333333333333
gene-PA0405	10	12	1	0	0	1	host	gene-PA0405	4.0
gene-PA0337	37	37	2	0	3	5	host	ptsP	14.0
gene-PA4418	42	80	4	3	8	8	host	ftsI	24.166666666666668
gene-PA1678	7	10	1	0	0	0	host	gene-PA1678	3.0
gene-PA1066	0	0	0	1	0	1	host	gene-PA1066	0.3333333333333333
gene-PA3997	11	22	2	2	1	0	host	lipB	6.333333333333333
gene-PA3760	25	15	0	0	4	5	host	gene-PA3760	8.166666666666666
gene-PA0274	7	2	0	0	0	0	host	gene-PA0274	1.5
gene-PA0574.1	6	59	1	1	0	1	host	gene-PA0574.1	11.333333333333334
gene-PA3057	0	1	0	0	0	0	host	gene-PA3057	0.16666666666666666
gene-PA2423	3	6	0	0	0	0	host	gene-PA2423	1.5
gene-PA2656	1	2	0	0	1	0	host	gene-PA2656	0.6666666666666666
gene-PA2167	9	8	0	0	0	0	host	gene-PA2167	2.8333333333333335
gene-PA4334	4	5	0	0	1	2	host	gene-PA4334	2.0
gene-PA0763	10	43	2	3	12	9	host	mucA	13.166666666666666
gene-PA3215	5	7	0	0	0	0	host	gene-PA3215	2.0
gene-PA0802	4	1	0	0	0	3	host	gene-PA0802	1.3333333333333333
gene-PA2153	8	5	1	1	5	0	host	glgB	3.3333333333333335
gene-PA0879	14	5	0	0	0	0	host	gene-PA0879	3.1666666666666665
gene-PA1823	3	16	0	1	0	0	host	gene-PA1823	3.3333333333333335
gene-PHIKZ279	0	2	26961	25908	15389	15400	phage	gene-PHIKZ279	13943.333333333334
gene-PA1195	4	1	0	0	0	0	host	gene-PA1195	0.8333333333333334
gene-PA2635	7	3	1	1	0	0	host	gene-PA2635	2.0
gene-PA4971	5	11	0	0	0	0	host	aspP	2.6666666666666665
gene-PA5363	13	18	33	29	48	40	host	gene-PA5363	30.166666666666668
gene-PA0313	15	8	3	3	0	1	host	gene-PA0313	5.0
gene-PA2977	8	17	0	0	0	1	host	murB	4.333333333333333
gene-PA3084	8	18	3	2	7	2	host	gene-PA3084	6.666666666666667
gene-PA3323	5	4	2	0	1	1	host	gene-PA3323	2.1666666666666665
gene-PA4924	12	6	0	0	0	0	host	gene-PA4924	3.0
gene-PA3472	10	20	2	8	14	11	host	gene-PA3472	10.833333333333334
gene-PA2177	16	1	0	0	4	3	host	gene-PA2177	4.0
gene-PA1590	12	24	0	1	2	1	host	braB	6.666666666666667
gene-PA0478	4	0	0	0	0	1	host	gene-PA0478	0.8333333333333334
gene-PA2359	2	5	0	0	0	0	host	gene-PA2359	1.1666666666666667
gene-PA0428	24	56	1	3	3	3	host	gene-PA0428	15.0
gene-PA0987	4	5	0	1	1	0	host	gene-PA0987	1.8333333333333333
gene-PA3280	14	3	0	0	1	1	host	oprO	3.1666666666666665
gene-PA2198	3	0	0	0	0	0	host	gene-PA2198	0.5
gene-PA2257	0	2	0	0	0	1	host	pvcD	0.5
gene-PHIKZ_p47	0	0	149	142	8598	8127	phage	gene-PHIKZ_p47	2836.0
gene-PA2520	13	8	0	3	4	2	host	czcA	5.0
gene-PA2441	1	0	1	2	1	0	host	gene-PA2441	0.8333333333333334
gene-PA2322	6	9	4	1	6	2	host	gene-PA2322	4.666666666666667
gene-PA1787	39	111	45	37	39	32	host	acnB	50.5
gene-PA1058	2	4	0	2	0	0	host	gene-PA1058	1.3333333333333333
gene-PA1846	14	23	49	53	57	56	host	cti	42.0
gene-PHIKZ_p43	3	2	1066	1063	16126	15699	phage	gene-PHIKZ_p43	5659.833333333333
gene-PA1607	5	15	0	0	0	0	host	gene-PA1607	3.3333333333333335
gene-PA3471	20	16	64	57	92	91	host	gene-PA3471	56.666666666666664
gene-PA3858	8	5	0	0	0	0	host	gene-PA3858	2.1666666666666665
gene-PA2732	28	73	21	22	17	17	host	gene-PA2732	29.666666666666668
gene-PA3137	6	3	1	1	0	2	host	gene-PA3137	2.1666666666666665
gene-PA3033	4	3	0	0	1	0	host	gene-PA3033	1.3333333333333333
gene-PA3819	7	26	33	32	84	75	host	gene-PA3819	42.833333333333336
gene-PA0611	2	16	13	15	22	17	host	prtR	14.166666666666666
gene-PA1340	7	5	2	3	1	0	host	gene-PA1340	3.0
gene-PA2233	4	4	1	1	0	3	host	pslC	2.1666666666666665
gene-PA5235	33	43	0	0	1	1	host	glpT	13.0
gene-PA2238	4	3	0	0	0	0	host	pslH	1.1666666666666667
gene-PA0092	5	5	0	0	1	1	host	gene-PA0092	2.0
gene-PA1994	0	2	0	0	0	0	host	gene-PA1994	0.3333333333333333
gene-PA2945	6	17	0	0	5	5	host	gene-PA2945	5.5
gene-PA3136	7	2	0	2	1	3	host	gene-PA3136	2.5
gene-PA1035	8	35	21	24	23	25	host	gene-PA1035	22.666666666666668
gene-PA1616	3	6	0	0	0	0	host	gene-PA1616	1.5
gene-PA5160.1	128	596	0	0	0	0	host	gene-PA5160.1	120.66666666666667
gene-PA0862	5	5	0	0	1	0	host	gene-PA0862	1.8333333333333333
gene-PA5371	3	54	22	37	39	58	host	gene-PA5371	35.5
gene-PA5252	33	41	2	0	2	4	host	gene-PA5252	13.666666666666666
gene-PA4477	12	17	10	8	5	5	host	cafA	9.5
gene-PA0209	8	5	0	1	0	0	host	gene-PA0209	2.3333333333333335
gene-PA1856	9	8	2	4	1	1	host	gene-PA1856	4.166666666666667
gene-PA1316	8	8	1	1	0	0	host	gene-PA1316	3.0
gene-PA4476	36	28	2	2	3	2	host	gene-PA4476	12.166666666666666
gene-PHIKZ_p73	0	0	4000	3921	1907	1922	phage	gene-PHIKZ_p73	1958.3333333333333
gene-PA2996	6	11	2	3	2	2	host	nqrD	4.333333333333333
gene-PA0173	11	2	4	1	5	4	host	gene-PA0173	4.5
gene-PHIKZ147	0	1	265	246	6273	6104	phage	gene-PHIKZ147	2148.1666666666665
gene-PHIKZ_p34	1	0	103	103	316	298	phage	gene-PHIKZ_p34	136.83333333333334
gene-PA3524	10	32	12	12	6	7	host	gloA1	13.166666666666666
gene-PA4145a	9	3	0	0	0	3	host	gene-PA4145a	2.5
gene-PA5027	9	8	1	0	1	1	host	gene-PA5027	3.3333333333333335
gene-PA1432	26	89	34	33	39	37	host	lasI	43.0
gene-PA4212	9	6	0	0	0	0	host	phzC1	2.5
gene-PA4673	18	64	31	29	19	26	host	gene-PA4673	31.166666666666668
gene-PA4964	36	39	5	10	4	7	host	parC	16.833333333333332
gene-PA3303	15	7	0	0	0	0	host	gene-PA3303	3.6666666666666665
gene-PA3645	15	72	67	62	40	45	host	fabZ	50.166666666666664
gene-PA1595	6	25	0	1	0	0	host	gene-PA1595	5.333333333333333
gene-PA2292	0	0	0	1	0	0	host	gene-PA2292	0.16666666666666666
gene-PA1190	4	1	1	1	2	2	host	gene-PA1190	1.8333333333333333
gene-PA2498	1	3	0	0	0	0	host	gene-PA2498	0.6666666666666666
gene-PA3080	5	8	0	1	0	0	host	gene-PA3080	2.3333333333333335
gene-PHIKZ277	0	1	2749	2582	2195	2384	phage	gene-PHIKZ277	1651.8333333333333
gene-PA4866	5	4	0	0	0	0	host	gene-PA4866	1.5
gene-PA0076	7	2	0	0	1	1	host	gene-PA0076	1.8333333333333333
gene-PA3986	14	3	0	0	0	0	host	gene-PA3986	2.8333333333333335
gene-PA2834	4	6	1	2	0	0	host	gene-PA2834	2.1666666666666665
gene-PA0008	21	40	1	3	1	1	host	glyS	11.166666666666666
gene-PA4073	17	8	0	0	0	1	host	gene-PA4073	4.333333333333333
gene-PA3126	4	35	9	8	4	1	host	ibpA	10.166666666666666
gene-PA0288	17	4	1	4	2	7	host	gpuA	5.833333333333333
gene-PA0422	12	13	2	0	2	1	host	gene-PA0422	5.0
gene-PHIKZ037	0	0	14117	14677	11071	11132	phage	gene-PHIKZ037	8499.5
gene-PA4543	7	20	0	0	0	1	host	gene-PA4543	4.666666666666667
gene-PA1768	6	12	7	6	7	5	host	gene-PA1768	7.166666666666667
gene-PA1711	2	5	0	0	0	0	host	gene-PA1711	1.1666666666666667
gene-PA2312a	5	8	0	0	0	1	host	gene-PA2312a	2.3333333333333335
gene-PA4480	18	29	3	2	0	2	host	mreC	9.0
gene-PA1553	6	43	9	11	5	8	host	ccoO1	13.666666666666666
gene-PA0616	5	3	3	6	5	7	host	gene-PA0616	4.833333333333333
gene-PA0931	15	12	2	0	3	1	host	pirA	5.5
gene-PA4214	15	2	0	0	2	3	host	phzE1	3.6666666666666665
gene-PA3363	3	2	0	0	0	0	host	amiR	0.8333333333333334
gene-PHIKZ155	2	5	768	726	22411	21941	phage	gene-PHIKZ155	7642.166666666667
gene-PHIKZ_p66	0	0	279	260	314	301	phage	gene-PHIKZ_p66	192.33333333333334
gene-PA5395	8	3	0	1	0	3	host	gene-PA5395	2.5
gene-PA4853	12	16	254	234	174	161	host	fis	141.83333333333334
gene-PA2673	1	1	0	0	0	0	host	gene-PA2673	0.3333333333333333
gene-PA1404	3	0	0	0	1	0	host	gene-PA1404	0.6666666666666666
gene-PA4426	12	17	11	11	7	5	host	gene-PA4426	10.5
gene-PA1702	3	5	1	0	0	0	host	gene-PA1702	1.5
gene-PA4014	9	11	1	1	1	2	host	gene-PA4014	4.166666666666667
gene-PA1919	4	1	0	0	0	0	host	nrdG	0.8333333333333334
gene-PA4739	4	9	3	2	2	1	host	gene-PA4739	3.5
gene-PA1655	1	7	0	0	1	0	host	gene-PA1655	1.5
gene-PA3659	11	13	8	4	3	3	host	gene-PA3659	7.0
gene-PA4347	7	6	1	0	1	0	host	gene-PA4347	2.5
gene-PA1651	3	3	0	0	0	0	host	gene-PA1651	1.0
gene-PA4101	8	6	1	1	0	0	host	bfmR	2.6666666666666665
gene-PA1397	0	7	0	0	1	1	host	gene-PA1397	1.5
gene-PA1694	7	9	0	1	0	0	host	pscQ	2.8333333333333335
gene-PHIKZ150	1	0	244	247	3259	3311	phage	gene-PHIKZ150	1177.0
gene-PA3390	0	0	0	0	1	1	host	gene-PA3390	0.3333333333333333
gene-PA1937	4	1	3	2	5	8	host	gene-PA1937	3.8333333333333335
gene-PA4227	5	1	4	3	6	6	host	pchR	4.166666666666667
gene-PA4548	17	11	1	2	0	0	host	gene-PA4548	5.166666666666667
gene-PA3794	7	8	11	6	17	18	host	gene-PA3794	11.166666666666666
gene-PA3721	7	6	2	0	1	0	host	nalC	2.6666666666666665
gene-PA4206	11	7	0	1	1	0	host	mexH	3.3333333333333335
gene-PA5415	11	3	0	1	1	1	host	glyA1	2.8333333333333335
gene-PA2820	5	5	4	4	4	3	host	gene-PA2820	4.166666666666667
gene-PHIKZ_p59	0	0	2245	2706	2215	2227	phage	gene-PHIKZ_p59	1565.5
gene-PA1251	9	4	0	1	0	0	host	gene-PA1251	2.3333333333333335
gene-PA0332	7	4	0	0	1	0	host	gene-PA0332	2.0
gene-PA2549	9	3	0	0	2	2	host	gene-PA2549	2.6666666666666665
gene-PA4986	21	4	3	3	1	4	host	gene-PA4986	6.0
gene-PA4022	117	11	2	0	0	0	host	gene-PA4022	21.666666666666668
gene-PA4724.1	4	5	6	8	12	15	host	gene-PA4724.1	8.333333333333334
gene-PA4923	7	6	0	0	0	0	host	gene-PA4923	2.1666666666666665
gene-PA1931	0	0	0	0	0	0	host	gene-PA1931	0.0
gene-PA3001	25	123	22	21	15	16	host	gene-PA3001	37.0
gene-PA5404	4	6	2	6	3	5	host	gene-PA5404	4.333333333333333
gene-PA0412	9	22	0	1	2	1	host	pilK	5.833333333333333
gene-PHIKZ_p81	1	3	1802	1862	833	783	phage	gene-PHIKZ_p81	880.6666666666666
gene-PA1253	11	3	1	0	0	2	host	gene-PA1253	2.8333333333333335
gene-PA4319	6	9	1	3	1	0	host	gene-PA4319	3.3333333333333335
gene-PA2099	1	2	0	1	2	0	host	gene-PA2099	1.0
gene-PA2780	6	5	1	1	6	6	host	gene-PA2780	4.166666666666667
gene-PA2333	17	5	0	0	0	1	host	gene-PA2333	3.8333333333333335
gene-PA0490	8	2	0	1	1	1	host	gene-PA0490	2.1666666666666665
gene-PA1012	7	39	6	5	4	3	host	gene-PA1012	10.666666666666666
gene-PA1993	8	10	0	0	1	1	host	gene-PA1993	3.3333333333333335
gene-PA2877	5	2	0	0	1	0	host	gene-PA2877	1.3333333333333333
gene-PA4396	9	4	3	2	2	7	host	gene-PA4396	4.5
